 ,TopicId,Title,Format,Structure,LearningResourceType,Difficulty,InteractivityType,AggregationLevel,InteractivityLevel,SemanticDensity,LOexev,MaxScore,MaxLearningTime
545,157,LearningObject545,Text,Atomic,Lecture,6,Mixed,2,VeryHigh,Medium,Explanatory,85,42
546,157,LearningObject546,Image,Linear,SelfAssessment,2,Active,2,Medium,Medium,Evaluative,5,93
547,157,LearningObject547,Application,Networked,NarrativeText,6,Expositive,2,Low,Low,Evaluative,40,99
548,157,LearningObject548,Form,Hierarchical,Graph,9,Mixed,1,VeryLow,High,Evaluative,10,4
549,158,LearningObject549,Image,Hierarchical,Questionnaire,5,Active,2,Low,VeryLow,Evaluative,20,18
550,158,LearningObject550,Video,Atomic,Exercise,8,Mixed,2,Medium,Low,Explanatory,78,32
551,158,LearningObject551,Audio,Collection,Slide,6,Expositive,2,Medium,VeryLow,Explanatory,19,81
552,158,LearningObject552,Audio,Atomic,Table,3,Expositive,1,VeryLow,VeryLow,Explanatory,69,120
553,159,LearningObject553,Video,Hierarchical,ProblemStatement,7,Active,2,Low,VeryLow,Explanatory,28,86
554,159,LearningObject554,Application,Hierarchical,Figure,3,Active,1,VeryHigh,VeryHigh,Evaluative,58,49
555,159,LearningObject555,Video,Hierarchical,Diagram,4,Expositive,2,Medium,Low,Explanatory,39,101
556,159,LearningObject556,Video,Atomic,Table,2,Expositive,2,VeryHigh,VeryHigh,Explanatory,43,95
557,160,LearningObject557,Audio,Atomic,Diagram,3,Mixed,2,High,Medium,Explanatory,49,86
558,160,LearningObject558,Application,Linear,Table,2,Expositive,2,Medium,Low,Evaluative,3,41
559,160,LearningObject559,Form,Atomic,Diagram,3,Expositive,2,High,VeryLow,Evaluative,64,44
560,160,LearningObject560,Form,Networked,Lecture,6,Mixed,1,Medium,Low,Evaluative,86,97
561,160,LearningObject561,Video,Hierarchical,Experiment,6,Mixed,1,High,VeryHigh,Explanatory,94,115
562,161,LearningObject562,Text,Networked,Questionnaire,1,Expositive,2,VeryHigh,VeryLow,Explanatory,58,37
563,161,LearningObject563,Form,Networked,Experiment,2,Expositive,1,VeryHigh,High,Evaluative,94,16
564,162,LearningObject564,Video,Networked,SelfAssessment,6,Mixed,2,VeryHigh,VeryLow,Explanatory,25,15
565,162,LearningObject565,Image,Collection,Exercise,8,Active,1,Low,VeryLow,Evaluative,87,85
566,162,LearningObject566,Image,Networked,Figure,1,Expositive,1,Low,VeryHigh,Evaluative,85,80
567,162,LearningObject567,Application,Linear,Lecture,3,Expositive,1,High,High,Evaluative,4,59
568,163,LearningObject568,Application,Linear,Lecture,2,Active,2,Low,Low,Evaluative,41,69
569,163,LearningObject569,Audio,Hierarchical,SelfAssessment,3,Expositive,2,VeryHigh,VeryHigh,Explanatory,90,20
570,163,LearningObject570,Audio,Networked,Diagram,4,Active,1,VeryLow,VeryLow,Explanatory,26,111
571,163,LearningObject571,Image,Linear,ProblemStatement,2,Expositive,1,Medium,Low,Evaluative,22,60
572,164,LearningObject572,Form,Networked,Exam,7,Expositive,1,Medium,VeryLow,Evaluative,19,41
573,164,LearningObject573,Text,Atomic,Figure,9,Mixed,1,Low,VeryHigh,Explanatory,65,63
574,164,LearningObject574,Text,Collection,Index,7,Expositive,1,Low,Medium,Explanatory,2,26
575,164,LearningObject575,Video,Hierarchical,Exam,3,Mixed,2,High,VeryHigh,Explanatory,32,117
576,164,LearningObject576,Audio,Hierarchical,Index,7,Expositive,2,Medium,Low,Explanatory,6,104
577,165,LearningObject577,Form,Collection,Questionnaire,8,Expositive,2,VeryHigh,VeryHigh,Evaluative,94,62
578,165,LearningObject578,Text,Hierarchical,Exam,8,Expositive,1,High,VeryLow,Explanatory,13,39
579,165,LearningObject579,Audio,Linear,NarrativeText,2,Active,1,High,Medium,Explanatory,82,89
580,165,LearningObject580,Application,Atomic,Table,4,Mixed,1,High,VeryLow,Evaluative,56,5
581,165,LearningObject581,Audio,Atomic,Lecture,3,Active,1,Low,Low,Explanatory,27,29
582,166,LearningObject582,Image,Linear,Experiment,4,Active,1,High,High,Evaluative,74,52
583,166,LearningObject583,Video,Networked,Graph,6,Expositive,1,VeryHigh,High,Explanatory,46,89
584,166,LearningObject584,Form,Atomic,Diagram,2,Mixed,1,Low,VeryHigh,Evaluative,40,18
585,166,LearningObject585,Text,Collection,Figure,4,Expositive,1,High,VeryLow,Explanatory,1,114
586,166,LearningObject586,Video,Hierarchical,Slide,2,Active,2,High,Medium,Explanatory,15,64
587,167,LearningObject587,Application,Collection,ProblemStatement,6,Mixed,2,Low,High,Evaluative,97,36
588,167,LearningObject588,Video,Atomic,SelfAssessment,6,Active,1,Low,Low,Explanatory,97,26
589,168,LearningObject589,Text,Linear,NarrativeText,5,Active,1,VeryLow,Medium,Explanatory,8,62
590,168,LearningObject590,Image,Collection,Experiment,4,Mixed,2,Medium,VeryHigh,Evaluative,14,103
591,168,LearningObject591,Video,Linear,Graph,9,Mixed,2,VeryHigh,VeryLow,Explanatory,97,33
592,169,LearningObject592,Video,Hierarchical,Graph,5,Mixed,1,Low,Medium,Explanatory,62,34
593,169,LearningObject593,Application,Linear,Slide,8,Expositive,1,VeryHigh,VeryLow,Evaluative,59,84
594,169,LearningObject594,Text,Networked,Simulation,1,Mixed,2,VeryLow,Low,Explanatory,73,20
595,169,LearningObject595,Audio,Linear,Graph,7,Active,2,High,Medium,Explanatory,68,109
596,170,LearningObject596,Form,Atomic,Graph,10,Active,2,Medium,VeryLow,Evaluative,60,46
597,170,LearningObject597,Audio,Hierarchical,Diagram,3,Active,1,Low,Low,Explanatory,60,29
598,170,LearningObject598,Image,Linear,Exam,2,Expositive,2,Low,Low,Evaluative,51,89
599,171,LearningObject599,Video,Linear,Exercise,1,Expositive,1,Medium,VeryLow,Explanatory,70,10
600,171,LearningObject600,Form,Collection,NarrativeText,5,Active,1,High,VeryHigh,Evaluative,94,30
601,172,LearningObject601,Form,Networked,Slide,5,Expositive,1,Low,High,Evaluative,75,28
602,172,LearningObject602,Form,Collection,Table,5,Active,2,High,Medium,Evaluative,93,70
603,172,LearningObject603,Image,Atomic,ProblemStatement,7,Expositive,2,High,High,Evaluative,24,33
604,172,LearningObject604,Text,Hierarchical,Experiment,4,Active,1,Medium,VeryHigh,Explanatory,64,52
605,172,LearningObject605,Video,Atomic,Graph,1,Mixed,2,Low,High,Explanatory,24,96
606,173,LearningObject606,Video,Collection,Exam,7,Expositive,2,VeryLow,High,Explanatory,77,61
607,173,LearningObject607,Form,Hierarchical,SelfAssessment,3,Mixed,2,VeryLow,Low,Evaluative,71,10
608,173,LearningObject608,Application,Collection,Questionnaire,9,Mixed,1,VeryHigh,VeryLow,Evaluative,95,13
609,173,LearningObject609,Image,Linear,Slide,4,Mixed,1,VeryLow,Low,Evaluative,67,72
610,173,LearningObject610,Application,Networked,Graph,1,Active,1,VeryLow,Low,Evaluative,2,46
611,174,LearningObject611,Video,Collection,ProblemStatement,6,Mixed,2,Medium,VeryHigh,Explanatory,38,100
612,174,LearningObject612,Image,Hierarchical,Index,9,Active,2,VeryLow,VeryHigh,Evaluative,64,92
613,175,LearningObject613,Application,Collection,Table,9,Mixed,1,Low,High,Evaluative,65,119
614,175,LearningObject614,Video,Collection,Diagram,7,Expositive,1,High,High,Explanatory,30,76
615,175,LearningObject615,Image,Collection,Index,7,Mixed,2,Medium,High,Evaluative,37,108
616,176,LearningObject616,Text,Linear,Lecture,8,Mixed,1,Low,VeryHigh,Explanatory,44,43
617,176,LearningObject617,Application,Atomic,Exercise,5,Expositive,1,VeryLow,VeryLow,Evaluative,88,3
618,177,LearningObject618,Video,Linear,ProblemStatement,1,Active,2,High,VeryLow,Explanatory,19,110
619,177,LearningObject619,Text,Collection,SelfAssessment,6,Expositive,1,High,High,Explanatory,46,2
620,177,LearningObject620,Audio,Networked,ProblemStatement,10,Mixed,2,VeryLow,High,Explanatory,97,88
621,177,LearningObject621,Image,Hierarchical,Figure,1,Expositive,2,Low,VeryHigh,Evaluative,28,16
622,177,LearningObject622,Image,Linear,Questionnaire,5,Active,2,Low,Medium,Evaluative,76,72
623,178,LearningObject623,Audio,Networked,Table,4,Active,2,High,High,Explanatory,28,64
624,178,LearningObject624,Video,Collection,Figure,2,Active,2,High,Medium,Explanatory,76,79
625,178,LearningObject625,Text,Hierarchical,Experiment,7,Active,1,Low,Medium,Explanatory,78,97
626,178,LearningObject626,Application,Networked,Exam,2,Mixed,1,VeryHigh,High,Evaluative,86,91
627,179,LearningObject627,Video,Hierarchical,NarrativeText,5,Mixed,2,Medium,Low,Explanatory,28,10
628,179,LearningObject628,Image,Atomic,Exercise,1,Expositive,2,High,VeryLow,Evaluative,88,94
629,180,LearningObject629,Text,Hierarchical,Graph,10,Active,1,VeryHigh,Low,Explanatory,58,56
630,180,LearningObject630,Form,Networked,Simulation,5,Expositive,1,Medium,VeryHigh,Evaluative,28,108
631,181,LearningObject631,Video,Atomic,Lecture,5,Expositive,2,Low,Medium,Explanatory,14,82
632,181,LearningObject632,Form,Linear,Exercise,1,Expositive,2,VeryLow,High,Evaluative,90,57
633,181,LearningObject633,Form,Networked,Diagram,7,Mixed,1,VeryHigh,VeryHigh,Evaluative,100,119
634,181,LearningObject634,Form,Atomic,ProblemStatement,1,Expositive,2,Low,Medium,Evaluative,56,90
635,182,LearningObject635,Form,Linear,Figure,7,Mixed,1,Medium,High,Evaluative,55,21
636,182,LearningObject636,Video,Collection,Experiment,8,Mixed,1,VeryHigh,Medium,Explanatory,66,118
637,182,LearningObject637,Image,Atomic,NarrativeText,9,Expositive,1,VeryHigh,Medium,Evaluative,18,10
638,182,LearningObject638,Image,Linear,Slide,6,Active,1,High,Low,Evaluative,28,81
639,183,LearningObject639,Video,Linear,Questionnaire,8,Active,2,VeryLow,Medium,Explanatory,89,30
640,183,LearningObject640,Image,Atomic,Exercise,3,Mixed,2,Medium,VeryHigh,Evaluative,57,12
641,183,LearningObject641,Application,Atomic,SelfAssessment,8,Mixed,1,High,VeryLow,Evaluative,4,47
642,183,LearningObject642,Image,Hierarchical,Simulation,2,Mixed,1,Medium,VeryLow,Evaluative,7,114
643,183,LearningObject643,Application,Collection,Questionnaire,4,Expositive,1,VeryLow,VeryLow,Evaluative,74,91
644,184,LearningObject644,Text,Atomic,Exam,6,Active,2,High,VeryHigh,Explanatory,92,21
645,184,LearningObject645,Form,Hierarchical,Graph,5,Expositive,1,Medium,VeryLow,Evaluative,9,39
646,184,LearningObject646,Video,Linear,Index,2,Active,2,High,High,Explanatory,90,37
647,184,LearningObject647,Video,Atomic,Figure,9,Active,2,Medium,VeryHigh,Explanatory,78,36
648,184,LearningObject648,Audio,Hierarchical,Diagram,9,Active,1,VeryLow,Low,Explanatory,68,95
649,185,LearningObject649,Audio,Atomic,ProblemStatement,6,Active,2,High,VeryHigh,Explanatory,32,48
650,185,LearningObject650,Application,Linear,NarrativeText,6,Mixed,2,Low,VeryHigh,Evaluative,73,82
651,186,LearningObject651,Application,Collection,Lecture,2,Expositive,2,VeryLow,High,Evaluative,17,111
652,186,LearningObject652,Video,Collection,Figure,3,Active,2,Medium,VeryHigh,Explanatory,32,6
653,186,LearningObject653,Text,Hierarchical,Slide,10,Active,1,VeryLow,Medium,Explanatory,23,19
654,186,LearningObject654,Audio,Linear,Lecture,4,Mixed,2,VeryHigh,VeryLow,Explanatory,60,40
655,186,LearningObject655,Application,Networked,Diagram,3,Expositive,1,High,Low,Evaluative,19,19
656,187,LearningObject656,Audio,Linear,Table,5,Active,2,VeryHigh,High,Explanatory,8,59
657,187,LearningObject657,Image,Atomic,Exercise,6,Active,1,VeryHigh,VeryHigh,Evaluative,35,76
658,188,LearningObject658,Image,Networked,SelfAssessment,9,Active,1,Medium,Low,Evaluative,27,99
659,188,LearningObject659,Application,Collection,Questionnaire,9,Expositive,1,High,VeryHigh,Evaluative,94,12
660,188,LearningObject660,Image,Linear,Figure,3,Expositive,1,VeryHigh,VeryHigh,Evaluative,50,3
661,188,LearningObject661,Audio,Collection,ProblemStatement,8,Active,2,VeryHigh,VeryLow,Explanatory,61,10
662,189,LearningObject662,Video,Collection,Graph,9,Active,1,Medium,VeryHigh,Explanatory,56,8
663,189,LearningObject663,Application,Hierarchical,SelfAssessment,5,Expositive,2,Low,Low,Evaluative,78,19
664,189,LearningObject664,Text,Collection,Slide,4,Expositive,2,VeryLow,Medium,Explanatory,5,94
665,189,LearningObject665,Text,Collection,Exam,3,Mixed,2,VeryLow,VeryLow,Explanatory,79,6
666,190,LearningObject666,Video,Networked,Exam,2,Expositive,1,High,High,Explanatory,26,9
667,190,LearningObject667,Form,Linear,Figure,9,Mixed,1,VeryHigh,Low,Evaluative,43,89
668,191,LearningObject668,Audio,Networked,Graph,9,Expositive,2,High,High,Explanatory,29,39
669,191,LearningObject669,Form,Linear,Simulation,6,Mixed,2,VeryLow,High,Evaluative,34,9
670,192,LearningObject670,Audio,Linear,Figure,10,Mixed,2,High,Low,Explanatory,88,118
671,192,LearningObject671,Video,Collection,Diagram,4,Mixed,1,Medium,VeryHigh,Explanatory,4,3
672,192,LearningObject672,Application,Atomic,Experiment,1,Expositive,2,VeryHigh,VeryLow,Evaluative,22,51
673,192,LearningObject673,Form,Networked,Table,10,Expositive,1,Medium,VeryLow,Evaluative,99,22
674,192,LearningObject674,Audio,Collection,Index,4,Mixed,2,VeryLow,High,Explanatory,17,113
675,193,LearningObject675,Text,Linear,Questionnaire,6,Expositive,1,VeryHigh,VeryLow,Explanatory,61,46
676,193,LearningObject676,Image,Atomic,Index,3,Mixed,1,High,VeryLow,Evaluative,65,7
677,194,LearningObject677,Video,Linear,Experiment,10,Expositive,2,VeryLow,VeryHigh,Explanatory,91,111
678,194,LearningObject678,Text,Collection,Simulation,9,Expositive,2,Low,Low,Explanatory,87,100
679,194,LearningObject679,Application,Linear,Questionnaire,2,Expositive,1,Low,VeryHigh,Evaluative,15,39
680,194,LearningObject680,Text,Collection,Questionnaire,3,Active,1,High,Medium,Explanatory,68,64
681,195,LearningObject681,Image,Networked,Figure,9,Expositive,1,VeryLow,VeryHigh,Evaluative,3,44
682,195,LearningObject682,Text,Collection,NarrativeText,8,Expositive,2,VeryHigh,Medium,Explanatory,7,53
683,196,LearningObject683,Text,Hierarchical,SelfAssessment,10,Expositive,2,Medium,Low,Explanatory,44,4
684,196,LearningObject684,Text,Atomic,Experiment,5,Expositive,1,Medium,Low,Explanatory,58,99
685,196,LearningObject685,Form,Networked,Exercise,8,Mixed,1,High,Medium,Evaluative,78,3
686,196,LearningObject686,Form,Networked,Slide,3,Expositive,1,Medium,Low,Evaluative,63,49
687,196,LearningObject687,Image,Atomic,Exercise,1,Expositive,1,High,Medium,Evaluative,56,53
688,197,LearningObject688,Application,Networked,Table,1,Expositive,2,VeryHigh,VeryLow,Evaluative,20,81
689,197,LearningObject689,Audio,Collection,Slide,10,Expositive,2,VeryHigh,Medium,Explanatory,6,31
690,197,LearningObject690,Application,Networked,Lecture,9,Active,1,VeryHigh,Medium,Evaluative,35,106
691,197,LearningObject691,Application,Hierarchical,Graph,10,Active,1,Low,High,Evaluative,87,56
692,197,LearningObject692,Form,Atomic,Index,10,Mixed,2,High,VeryHigh,Evaluative,72,70
693,198,LearningObject693,Image,Hierarchical,Table,10,Active,1,Medium,Low,Evaluative,20,63
694,198,LearningObject694,Audio,Linear,NarrativeText,1,Expositive,1,High,VeryLow,Explanatory,53,108
695,199,LearningObject695,Audio,Collection,Table,1,Active,1,VeryHigh,High,Explanatory,25,107
696,199,LearningObject696,Form,Hierarchical,Questionnaire,3,Mixed,2,High,Low,Evaluative,87,17
697,199,LearningObject697,Application,Collection,Exercise,4,Mixed,2,Low,Low,Evaluative,72,66
698,200,LearningObject698,Text,Collection,Table,8,Expositive,2,Low,VeryHigh,Explanatory,98,47
699,200,LearningObject699,Text,Linear,Simulation,6,Active,1,Low,Low,Explanatory,58,73
700,200,LearningObject700,Application,Collection,Lecture,1,Mixed,1,Medium,VeryLow,Evaluative,28,120
701,200,LearningObject701,Text,Linear,Index,6,Mixed,2,Medium,Low,Explanatory,9,10
702,200,LearningObject702,Text,Linear,Experiment,2,Mixed,2,Low,High,Explanatory,6,81
703,201,LearningObject703,Application,Collection,Diagram,3,Mixed,1,Medium,VeryLow,Evaluative,50,105
704,201,LearningObject704,Text,Linear,ProblemStatement,8,Active,1,High,High,Explanatory,73,5
705,201,LearningObject705,Audio,Collection,ProblemStatement,9,Expositive,1,VeryHigh,VeryHigh,Explanatory,38,32
706,201,LearningObject706,Text,Linear,Figure,9,Active,1,Medium,VeryHigh,Explanatory,38,96
707,201,LearningObject707,Form,Collection,Exam,1,Mixed,1,High,High,Evaluative,57,82
708,202,LearningObject708,Image,Collection,Diagram,6,Active,2,Medium,VeryHigh,Evaluative,91,25
709,202,LearningObject709,Text,Atomic,Index,2,Mixed,1,High,Medium,Explanatory,1,101
710,202,LearningObject710,Image,Atomic,Slide,4,Mixed,1,VeryLow,Medium,Evaluative,99,110
711,203,LearningObject711,Audio,Atomic,Diagram,1,Mixed,2,Low,High,Explanatory,36,8
712,203,LearningObject712,Application,Collection,Index,8,Active,1,VeryLow,VeryHigh,Evaluative,94,33
713,204,LearningObject713,Application,Atomic,ProblemStatement,9,Mixed,2,Medium,VeryLow,Evaluative,98,107
714,204,LearningObject714,Text,Collection,Table,4,Active,2,VeryLow,VeryLow,Explanatory,80,52
715,205,LearningObject715,Video,Hierarchical,Lecture,8,Expositive,1,Medium,Medium,Explanatory,70,68
716,205,LearningObject716,Video,Linear,Questionnaire,5,Expositive,1,VeryHigh,Medium,Explanatory,85,55
717,205,LearningObject717,Video,Networked,SelfAssessment,2,Expositive,2,High,VeryLow,Explanatory,60,120
718,205,LearningObject718,Form,Collection,Slide,9,Expositive,1,VeryHigh,VeryHigh,Evaluative,40,49
719,206,LearningObject719,Form,Collection,NarrativeText,7,Mixed,2,VeryLow,Medium,Evaluative,9,100
720,206,LearningObject720,Video,Networked,Simulation,8,Mixed,2,Low,High,Explanatory,60,5
721,207,LearningObject721,Text,Hierarchical,SelfAssessment,8,Active,2,Low,Low,Explanatory,85,56
722,207,LearningObject722,Form,Hierarchical,ProblemStatement,8,Expositive,2,Medium,VeryHigh,Evaluative,71,8
723,207,LearningObject723,Image,Networked,Diagram,10,Expositive,2,VeryLow,High,Evaluative,58,2
724,207,LearningObject724,Form,Hierarchical,Experiment,4,Expositive,1,Low,High,Evaluative,75,59
725,208,LearningObject725,Text,Linear,Figure,9,Active,1,Medium,VeryHigh,Explanatory,46,16
726,208,LearningObject726,Image,Hierarchical,Index,10,Mixed,2,VeryHigh,Low,Evaluative,6,19
727,208,LearningObject727,Form,Linear,Index,2,Active,2,Medium,Medium,Evaluative,71,97
728,209,LearningObject728,Image,Hierarchical,Graph,4,Mixed,1,Medium,Medium,Evaluative,19,35
729,209,LearningObject729,Video,Linear,Index,7,Mixed,2,VeryLow,High,Explanatory,92,5
730,209,LearningObject730,Text,Linear,Lecture,2,Mixed,2,Medium,VeryLow,Explanatory,74,10
731,209,LearningObject731,Audio,Collection,Index,3,Mixed,2,VeryHigh,Medium,Explanatory,55,43
732,210,LearningObject732,Text,Atomic,Slide,6,Mixed,2,Medium,Low,Explanatory,19,39
733,210,LearningObject733,Audio,Linear,Exam,3,Mixed,1,VeryHigh,VeryLow,Explanatory,7,53
734,210,LearningObject734,Video,Atomic,Lecture,3,Mixed,2,Medium,VeryHigh,Explanatory,35,90
735,210,LearningObject735,Form,Hierarchical,Graph,7,Active,1,Low,VeryLow,Evaluative,81,56
736,211,LearningObject736,Image,Hierarchical,Exercise,9,Expositive,2,Low,Low,Evaluative,42,58
737,211,LearningObject737,Video,Linear,Lecture,1,Mixed,2,High,Low,Explanatory,71,71
738,211,LearningObject738,Video,Networked,SelfAssessment,3,Active,1,VeryHigh,High,Explanatory,87,62
739,212,LearningObject739,Form,Networked,Slide,3,Expositive,2,Medium,VeryLow,Evaluative,29,104
740,212,LearningObject740,Audio,Collection,Figure,2,Mixed,2,Medium,VeryLow,Explanatory,60,16
741,213,LearningObject741,Application,Collection,ProblemStatement,7,Mixed,2,High,High,Evaluative,63,102
742,213,LearningObject742,Text,Hierarchical,Slide,8,Mixed,2,Medium,Medium,Explanatory,13,7
743,214,LearningObject743,Image,Hierarchical,NarrativeText,7,Expositive,2,Medium,Medium,Evaluative,52,16
744,214,LearningObject744,Video,Atomic,Exercise,9,Mixed,2,High,High,Explanatory,80,93
745,214,LearningObject745,Video,Atomic,Simulation,3,Active,2,Low,VeryLow,Explanatory,87,40
746,214,LearningObject746,Image,Collection,Lecture,2,Active,2,Low,Low,Evaluative,2,115
747,215,LearningObject747,Video,Atomic,Index,10,Mixed,1,Medium,VeryLow,Explanatory,22,71
748,215,LearningObject748,Image,Atomic,NarrativeText,4,Active,1,VeryLow,High,Evaluative,43,88
749,216,LearningObject749,Video,Linear,Graph,9,Expositive,2,Low,Low,Explanatory,5,75
750,216,LearningObject750,Image,Networked,Exam,5,Active,2,Medium,VeryLow,Evaluative,28,115
751,217,LearningObject751,Image,Networked,Slide,10,Mixed,2,High,VeryHigh,Evaluative,28,44
752,217,LearningObject752,Video,Networked,Experiment,9,Active,2,Medium,VeryLow,Explanatory,56,12
753,218,LearningObject753,Form,Hierarchical,Lecture,9,Active,2,High,Low,Evaluative,55,9
754,218,LearningObject754,Form,Collection,Simulation,5,Mixed,1,VeryLow,Medium,Evaluative,22,66
755,218,LearningObject755,Image,Atomic,Figure,4,Active,1,High,VeryLow,Evaluative,62,68
756,218,LearningObject756,Text,Hierarchical,Exercise,7,Active,2,High,Medium,Explanatory,55,21
757,219,LearningObject757,Form,Collection,Table,2,Active,2,High,Medium,Evaluative,26,25
758,219,LearningObject758,Audio,Collection,Exam,2,Mixed,2,High,Medium,Explanatory,96,32
759,220,LearningObject759,Application,Atomic,Slide,8,Mixed,1,High,High,Evaluative,82,57
760,220,LearningObject760,Text,Atomic,Graph,6,Mixed,1,Medium,Low,Explanatory,42,64
761,221,LearningObject761,Form,Hierarchical,Slide,9,Active,1,High,VeryHigh,Evaluative,76,109
762,221,LearningObject762,Video,Linear,Experiment,5,Expositive,2,High,VeryLow,Explanatory,72,71
763,222,LearningObject763,Video,Networked,Slide,5,Active,2,VeryHigh,High,Explanatory,99,111
764,222,LearningObject764,Application,Linear,Questionnaire,2,Mixed,1,VeryHigh,Medium,Evaluative,17,7
765,222,LearningObject765,Application,Networked,Slide,6,Mixed,2,VeryHigh,VeryLow,Evaluative,29,120
766,222,LearningObject766,Image,Hierarchical,Figure,3,Active,2,VeryHigh,Low,Evaluative,64,26
767,223,LearningObject767,Audio,Collection,Figure,2,Expositive,1,Medium,VeryLow,Explanatory,88,14
768,223,LearningObject768,Image,Atomic,Lecture,7,Expositive,2,High,Low,Evaluative,2,67
769,223,LearningObject769,Form,Networked,Questionnaire,1,Active,1,Medium,Medium,Evaluative,81,79
770,224,LearningObject770,Video,Atomic,Slide,9,Active,2,Medium,VeryLow,Explanatory,18,11
771,224,LearningObject771,Audio,Networked,NarrativeText,1,Active,2,Medium,Low,Explanatory,36,37
772,224,LearningObject772,Video,Linear,ProblemStatement,4,Mixed,1,Medium,VeryHigh,Explanatory,39,11
773,224,LearningObject773,Application,Networked,Exam,3,Active,1,Medium,High,Evaluative,81,119
774,225,LearningObject774,Image,Hierarchical,Diagram,8,Mixed,2,VeryHigh,Medium,Evaluative,44,44
775,225,LearningObject775,Audio,Networked,Lecture,2,Active,1,High,VeryHigh,Explanatory,12,96
776,225,LearningObject776,Text,Networked,NarrativeText,7,Expositive,1,VeryHigh,Medium,Explanatory,82,27
777,225,LearningObject777,Form,Linear,NarrativeText,7,Mixed,2,High,Medium,Evaluative,90,99
778,226,LearningObject778,Image,Atomic,Graph,2,Active,2,High,VeryLow,Evaluative,2,102
779,226,LearningObject779,Video,Networked,Experiment,5,Expositive,1,Medium,Medium,Explanatory,7,49
780,226,LearningObject780,Video,Collection,Lecture,7,Mixed,2,Medium,VeryHigh,Explanatory,62,101
781,227,LearningObject781,Form,Atomic,Table,7,Mixed,1,VeryHigh,High,Evaluative,61,1
782,227,LearningObject782,Audio,Linear,Table,1,Mixed,2,Low,High,Explanatory,96,10
783,227,LearningObject783,Application,Hierarchical,Index,8,Active,1,Medium,Low,Evaluative,61,81
784,228,LearningObject784,Text,Hierarchical,Table,7,Expositive,2,VeryLow,Medium,Explanatory,65,44
785,228,LearningObject785,Image,Linear,Graph,4,Active,2,VeryHigh,Low,Evaluative,22,62
786,228,LearningObject786,Form,Collection,Simulation,5,Expositive,2,Medium,VeryLow,Evaluative,52,54
787,229,LearningObject787,Audio,Collection,Exam,7,Expositive,2,VeryLow,High,Explanatory,60,66
788,229,LearningObject788,Audio,Collection,Exam,6,Active,1,Medium,VeryLow,Explanatory,42,55
789,229,LearningObject789,Video,Atomic,Figure,2,Expositive,1,High,VeryHigh,Explanatory,71,87
790,229,LearningObject790,Form,Atomic,Experiment,6,Expositive,1,Low,VeryHigh,Evaluative,34,74
791,230,LearningObject791,Audio,Hierarchical,Index,2,Active,1,High,Low,Explanatory,3,40
792,230,LearningObject792,Image,Linear,Table,9,Active,2,Medium,High,Evaluative,85,59
793,230,LearningObject793,Application,Collection,Figure,1,Active,2,VeryLow,Medium,Evaluative,62,104
794,230,LearningObject794,Image,Hierarchical,Experiment,4,Mixed,1,Low,Low,Evaluative,85,61
795,231,LearningObject795,Image,Atomic,Diagram,5,Expositive,1,Medium,Low,Evaluative,49,85
796,231,LearningObject796,Application,Linear,SelfAssessment,8,Mixed,1,Medium,VeryHigh,Evaluative,92,56
797,231,LearningObject797,Audio,Hierarchical,Figure,5,Mixed,2,VeryHigh,High,Explanatory,17,102
798,231,LearningObject798,Image,Atomic,Table,6,Mixed,2,VeryLow,VeryLow,Evaluative,22,109
799,231,LearningObject799,Audio,Linear,Lecture,2,Active,2,Medium,High,Explanatory,78,16
800,232,LearningObject800,Form,Collection,Exam,1,Active,1,Medium,Low,Evaluative,27,29
801,232,LearningObject801,Form,Linear,Exam,1,Mixed,2,High,High,Evaluative,52,73
802,232,LearningObject802,Audio,Networked,Figure,5,Active,1,Medium,VeryHigh,Explanatory,40,7
803,232,LearningObject803,Video,Collection,Questionnaire,6,Active,1,VeryLow,VeryLow,Explanatory,37,56
804,232,LearningObject804,Text,Collection,Diagram,2,Mixed,1,Medium,Medium,Explanatory,27,103
805,233,LearningObject805,Image,Networked,SelfAssessment,9,Mixed,2,VeryLow,Low,Evaluative,74,26
806,233,LearningObject806,Text,Networked,Experiment,3,Active,2,VeryHigh,VeryHigh,Explanatory,9,7
807,233,LearningObject807,Video,Collection,SelfAssessment,4,Mixed,1,VeryHigh,Medium,Explanatory,17,62
808,233,LearningObject808,Audio,Linear,ProblemStatement,5,Expositive,2,Low,Medium,Explanatory,25,113
809,233,LearningObject809,Text,Collection,Figure,10,Expositive,2,Medium,Medium,Explanatory,65,116
810,234,LearningObject810,Audio,Hierarchical,ProblemStatement,7,Mixed,1,Medium,Low,Explanatory,48,106
811,234,LearningObject811,Image,Linear,Exam,5,Active,1,Low,VeryLow,Evaluative,67,113
812,234,LearningObject812,Application,Collection,ProblemStatement,4,Active,1,VeryHigh,Medium,Evaluative,57,24
813,235,LearningObject813,Application,Collection,Table,7,Mixed,2,High,VeryHigh,Evaluative,48,58
814,235,LearningObject814,Application,Collection,Simulation,10,Expositive,2,Medium,VeryLow,Evaluative,85,33
815,235,LearningObject815,Text,Hierarchical,SelfAssessment,5,Expositive,1,Medium,Medium,Explanatory,65,82
816,235,LearningObject816,Audio,Networked,Questionnaire,7,Expositive,1,Low,Medium,Explanatory,92,16
817,236,LearningObject817,Application,Collection,Index,2,Expositive,1,Medium,Low,Evaluative,100,66
